Product name,Reference,Category,SKU,Price CZK,Price EUR,Imp. Cost USD,Imp. Cost EUR,Imp. Cost CZK,Supplier,Weight (g),Imported (pcs),Stock (pcs),Total orders
Bột - Natural Dark Pink,2510 Bột - Natural Dark Pink 660g,Bột,A0001125,840,35,23.397,20.09,487.52,Keystone,100,68,-1,0
Chrome base coat 250ml,2509 Chrome Base Coat 250ml,Hoá chất,A0001106,1250,50,17.615,15.04,365.19,https://x.alibaba.com/1l9rNK0?ck=minisite,100,60,-1,0
Giấy làm chân 50x70cm,2511 Giấy làm chân,Tools & Accessories,A0001215,550,22,13.269,11.52,278.68,Eko-Higiena,100,432,-2,0
Găng tay Nitril đen - S,2502 Găng tay nitril đen - S,Tools & Accessories,A0000863,125,5,2.767,2.66,67.00,chen13025122071,100,800,-30,0
Găng tay Nitril đen - M,2502 Găng tay nitril đen - M,Tools & Accessories,A0000864,158,5,2.767,2.66,67.00,chen13025122071,100,1000,-5,0
Vỏ nhám tím ⌗150 - M,2502 Vỏ nhám tím M #150 (100c),Tools & Accessories,A0000866,200,7,2.737,2.63,66.27,https://x.alibaba.com/xx4zzAP?ck=minisite,100,800,-10,0
Cốc đựng bột nhỏ,2502 Cốc đựng bột tròn nhỏ,Tools & Accessories,A0000869,50,2,1.24,1.19,30.03,http://detail.m.1688.com/page/index.htm?offerId=676040227042,100,100,-1,0
Hộp đựng tip 0-10,2508 Hộp đựng tip 0-10,Tools & Accessories,A0001078,50,2,0.454,0.39,9.47,http://detail.m.1688.com/page/index.htm?offerId=553176613855,100,500,-2,0
Típ làm mẫu 36 màu,2502 Bảng mẫu 36,Tools & Accessories,A0000874,75,3,1.03,0.99,24.94,http://detail.m.1688.com/page/index.htm?offerId=630943673833,100,400,-10,0
Kê tay cao - hồng,2502 Kê tay cao - hồng,Tools & Accessories,A0000875,200,8,2.14,2.06,51.82,http://detail.m.1688.com/page/index.htm?offerId=675159939357,100,20,-1,0
Kê tay cao - be,2502 Kê tay cao - be,Tools & Accessories,A0000876,200,8,2.14,2.06,51.82,http://detail.m.1688.com/page/index.htm?offerId=675159939357,100,20,-4,0
Kê tay cao - vàng,2502 Kê tay cao - vàng,Tools & Accessories,A0000877,200,8,2.14,2.06,51.82,http://detail.m.1688.com/page/index.htm?offerId=675159939357,100,20,-1,0
Máy bào di động - đen,2508 Máy bào di động 35K,Đồ điện,A0001064,2300,90,38.72,33.06,807.63,https://x.alibaba.com/1l9eAKJ?ck=minisite,100,20,-3,0
Đèn pin cầm tay v2,2507 Đèn pin cầm tay v2,Đồ điện,A0001033,250,10,2.574,2.18,53.78,http://detail.m.1688.com/page/index.htm?offerId=746806471081,100,100,-2,0
Pin thay đèn sạc,2502 Pin thay đèn sạc,Đồ điện,A0000880,450,18,16.119,15.53,390.01,https://x.alibaba.com/x5M3GEu?ck=minisite,100,20,-1,0
Tinh dầu trị nấm 15ml,2510 Thuốc trị nấm,Hoá chất,A0001123,250,10,5.247,4.51,109.33,EBD,100,120,-2,0
Nước cầm máu,2502 Nước cầm màu,Hoá chất,A0000885,100,4,1.997,1.94,48.52,EBD,100,288,-1,0
Bột - Natural pink,2512 Bột Natural Pink,Bột,A0001235,840,35,20.478,17.59,425.91,Keystone,100,102,-1,0
Bột - Crystal clear,2510 Bột - Crystal Clear,Bột,A0001133,840,35,22.907,19.67,477.31,Keystone,100,34,-1,0
Liquid Mango J2000M C2,2505 Liquid Mango J2000M C2,Hoá chất,A0000997,1300,52,41.692,37.02,922.49,EBD,100,144,-2,0
Liquid J-2000 C2,2510 Liquid J2000 C2,Hoá chất,A0001121,1100,50,36.148,31.04,753.21,EBD,100,72,-12,0
Liquid J2000 C0,2510 Liquid J2000 C0,Hoá chất,A0001120,1100,50,36.148,31.04,753.21,EBD,100,72,-1,0
Bột - Super white,2512 Bột Super White,Bột,A0001237,840,35,22.19,19.06,461.52,Keystone,100,34,-1,0
Bột - Ombre white,2512 Bột - Ombre White,Bột,A0001240,840,35,21.393,18.38,444.94,Keystone,100,17,-1,0
Bột - Milky white,2512 Bột Milky White,Bột,A0001236,840,35,22.19,19.06,461.52,Keystone,100,51,-4,0
Bột - Makeup nude,2512 Bột Makeup Nude,Bột,A0001233,840,35,20.478,17.59,425.91,Keystone,100,68,-6,0
Bột - Makeup peach,2510 Bột - Makeup Peach,Bột,A0001132,840,35,22.907,19.67,477.31,Keystone,100,17,-3,0
Bột - Makeup pink,2512 Bột Makeup Pink,Bột,A0001234,840,35,20.478,17.59,425.91,Keystone,100,68,-4,0
Bột - Clear,2512 Bột - Clear,Bột,A0001239,840,35,21.393,18.38,444.94,Keystone,100,34,-4,0
Primer 500ml,2510 Primer 500ml,Hoá chất,A0001136,840,35,7.733,6.64,161.13,Keystone,100,394,-5,0
Bond dry 500ml,2503 Bond Dry 500ml,Hoá chất,A0000904,500,20,5.375,4.98,124.23,Keystone,100,151,-1,0
Tay bào Marathon bạc,2507 Tay bào Marathon Bạc,Đồ điện,A0001036,2750,110,102.9643905,87.22,"1,822.28",DV GOLDEN NAILS,100,20,-2,0
Cắt fen thường USA,2503 Cắt fen thường USA,Tools & Accessories,A0000906,400,16,8.738,8.10,201.96,QBuffer Kevin Viber,100,200,-2,0
Cắt fen sâu USA,2503 Cắt fen sâu USA,Tools & Accessories,A0000907,400,16,8.738,8.10,201.96,QBuffer Kevin Viber,100,200,-2,0
Diamond Top Coat 500ml,2508 Diamond Top Coat 500ml,Top Coat,A0001067,2000,80,35.729,30.50,745.25,https://x.alibaba.com/1l9hA6o?ck=minisite,100,30,-1,0
Top coat tím Medium 1KG,2503 Top coat tím Medium 1L,Top Coat,A0000909,3800,150,43.841,40.64,"1,013.28",Senia Asmei,100,30,-1,0
1KG top coat tím loãng,2503 Top coat tím Loãng 1L,Top Coat,A0000910,4000,150,43.841,40.64,"1,013.28",Senia Asmei,100,30,-2,0
Top coat tím loãng 500ml,2503 Top coat tím Loãng 500ml,Top Coat,A0000911,2200,80,27.741,25.71,641.17,Senia Asmei,100,20,-1,0
Chà chân xanh 400c,2503 Chà chân xanh 400c,Tools & Accessories,A0000912,1000,40,12.346,11.44,285.35,https://x.alibaba.com/xrIUSw8?ck=minisite,100,80,-4,0
Buffer cam 3 mặt,2503 Buffer cam 3 mặt,Tools & Accessories,A0000913,12,0.5,0.556,0.52,12.85,https://x.alibaba.com/xrIUSw8?ck=minisite,100,10000,-50,0
Buffer trắng 4 mặt,2503 Buffer trắng 4 mặt,Pedicure,A0000914,12,0.5,0.576,0.53,13.31,https://x.alibaba.com/xrIUSw8?ck=minisite,100,10000,-20,0
Tay bào máy tím,2508 Tay bào máy tím,Đồ điện,A0001065,4900,200,69.697,59.50,"1,453.76",Loboter,100,30,-1,0
Tay bào máy G5,2507 Tay bào G5,Đồ điện,A0001058,5400,220,83.196,70.82,"1,738.11",Funuo,100,20,-1,0
Đèn LED 96W,2507 Đèn LED 96W H45,Đồ điện,A0001045,1400,55,24.09,20.53,505.19,https://x.alibaba.com/B03xfu?ck=minisite,100,200,-8,0
Đèn LED 48W,2503 Đèn LED 48W,Đồ điện,A0000918,750,35,10.946,10.15,252.99,Loboter,100,100,-4,0
Tip làm chân set,2503 Tip làm chân set,Pedicure,A0000919,150,6,1.526,1.41,35.27,https://x.alibaba.com/xhlu0lg?ck=minisite,100,200,-1,0
Chai sơn trống 15ml,2503 Chai sơn không chổi tốt 15ml,Tools & Accessories,A0000920,50,2,0.996,0.92,23.02,https://x.alibaba.com/xyyRxjs?ck=minisite,100,1000,-3,0
Túi ni lông xanh 800c,2511 Túi ni lông xanh,Tools & Accessories,A0001161,1750,70,41.8,36.22,874.57,Noval,100,60,-1,0
5in1 Pedicure kit - 200c,2507 5in1 pedicure kit - tím,Tools & Accessories,A0001055,1450,60,31.983,27.22,668.18,https://x.alibaba.com/1l9bb19?ck=minisite,100,120,-10,0
Thùng Dũa mini 5000c,2503 Thùng Dũa mini 5000c,Pedicure,A0000923,3000,120,63.446,58.81,"1,466.41",Judy Mok Noval,100,20,-1,0
Thùng Slim buffer 500c,2503 Thùng Slim buffer 500c,Pedicure,A0000924,1250,50,5.946,5.51,137.43,Judy Mok Noval,100,20,-1,0
Thùng que tăm 800c,2503 Thùng que tăm 800c,Pedicure,A0000925,500,20,5.646,5.23,130.49,Judy Mok Noval,100,20,-1,0
Đèn cầu vòng đính đá v2,2503 Đèn cầu vòng đính đá v2,Đồ điện,A0000926,1975,79,32.946,30.54,761.47,https://x.alibaba.com/xK4F1vx?ck=minisite,100,20,-2,0
Đèn cầu vòng trắng v2,2503 Đèn cầu vòng trắng v2,Đồ điện,A0000927,1975,79,30.446,28.22,703.69,https://x.alibaba.com/xK4F1vx?ck=minisite,100,20,-1,0
4XC - Titan Xanh,2503 4XC Titan xanh,Đầu bào,A0000928,375,15,5.656,5.24,130.73,https://x.alibaba.com/xu4rGba?ck=minisite,100,200,-2,0
2XC Titan xanh,2503 2XC Titan xanh,Đầu bào,A0000929,375,15,5.656,5.24,130.73,https://x.alibaba.com/xu4rGba?ck=minisite,100,100,-1,0
Lọ không 500ml,2511 Lọ nhựa không 500ml,Tools & Accessories,A0001168,50,2,0.331,0.29,6.93,Noval,100,200,-10,0
Cán dao cạo chân Inox,2507 Cán dao cạo chân Inox,Pedicure,A0001049,125,5,1.17,1.00,24.54,http://detail.m.1688.com/page/index.htm?offerId=661227685213,100,400,-2,0
Dao lam Micra,2511 Dao lam 100c,Pedicure,A0001176,150,6,2.031,1.76,42.66,https://x.alibaba.com/1lA1ILB?ck=minisite,100,1000,-2,0
Dũa 80/80 Luxfile,2511 Dũa Luxfile 80/80,Dũa,A0001159,750,30,16.535,14.33,345.96,https://x.alibaba.com/1lA0t4H?ck=minisite,100,100,-1,0
Dũa 100/100 Luxfile,2511 Dũa Luxfile 100/100,Dũa,A0001160,750,30,16.535,14.33,345.96,https://x.alibaba.com/1lA0t4H?ck=minisite,100,100,-20,0
Máy sấy khô,2504 Máy sấy khô,Đồ điện,A0000935,2000,80,26.45,23.92,601.43,https://x.alibaba.com/xme4Xfu?ck=minisite,100,36,-1,0
Tip fan 120 màu - tip nhọn trong,2504 Cây mẫu xoay 120 màu - tip nhọn trong,Tools & Accessories,A0000936,150,6,1.486,1.34,33.79,http://detail.m.1688.com/page/index.htm?offerId=630262781667,100,31,-10,0
Tip fan 120 màu - tip nhọn đục,2504 Cây mẫu xoay 120 màu - tip nhọn đục,Tools & Accessories,A0000937,150,6,1.486,1.34,33.79,http://detail.m.1688.com/page/index.htm?offerId=630262781668,100,31,-3,0
Tip fan 120 màu - tip natur trong,2504 Cây mẫu xoay 120 màu - tip natur trong,Tools & Accessories,A0000938,150,6,1.486,1.34,33.79,http://detail.m.1688.com/page/index.htm?offerId=630262781669,100,31,-2,0
Tip fan 120 màu - tip natur đục,2504 Cây mẫu xoay 120 màu - tip natur đục,Tools & Accessories,A0000939,150,6,1.486,1.34,33.79,http://detail.m.1688.com/page/index.htm?offerId=630262781670,100,31,-1,0
Barbicide Concentrate 500ml,2504 Barbicide 500ml,Hoá chất,A0000940,300,12,6.24,5.49,137.18,agnes@barbicide.pro,100,48,-1,0
liner gel vẽ 12ml - trắng,2508 Liner gel trắng,Hoá chất,A0001066,150,6,1.471,1.26,30.68,https://x.alibaba.com/1l9h4OJ?ck=minisite,100,240,-12,0
liner gel vẽ 12ml - đen,2505 Liner gel vẽ - đen,Hoá chất,A0000942,150,6,1.216,1.08,26.96,https://x.alibaba.com/AzXlLY?ck=minisite,100,60,-2,0
4XC - Hoa cúc 2.0,2505 4XC Hoa Cúc 2.0,Đầu bào,A0000943,180,8,4.194,3.73,92.98,https://x.alibaba.com/AzXm2B?ck=minisite,100,200,-1,0
Liner gel vẽ metallic - vàng 15ml,2505 Liner gel vẽ Metallic - vàng 15ml,Design,A0000944,200,8,2.675,2.38,59.31,https://x.alibaba.com/AzXlLY?ck=minisite,100,24,-2,0
Liner gel vẽ metallic - bạc 15ml,2505 Liner gel vẽ Metallic - bạc 15ml,Design,A0000945,200,8,2.675,2.38,59.31,https://x.alibaba.com/AzXlLY?ck=minisite,100,60,-2,0
1KG top coat tím đặc,2505 1KG Top coat tím đặc,Top Coat,A0000947,4000,150,44.2,39.28,979.93,Aosmei,100,30,-1,0
4XC,2505 4XC,Đầu bào,A0000948,200,8,2.838,2.52,62.92,Xiangrui,100,200,-1,0
Trục nhám sắt v2,2505 Trục nhám sắt,Đầu bào,A0000949,180,8,1.588,1.41,35.21,Xiangrui,100,100,-2,0
Trục nhám chắc chắn v2,2505 Trục nhám chắc chắn,Đầu bào,A0000950,180,8,2.518,2.24,55.82,Wilson,100,200,-1,0
Liquid J-2000 C7,2510 Liquid J2000 C7,Hoá chất,A0001122,1100,50,36.148,31.04,753.21,EBD,100,72,-4,0
Bột - Ombre Pink I,2510 Bột - Ombre Pink I,Bột,A0001135,840,35,29.217,25.09,608.79,Keystone,100,102,-1,0
Liquid EMA J-2 C7,2505 Liquid EMA J2 C7,Hoá chất,A0000955,2000,90,51.954,46.17,"1,151.83",Keystone,100,50,-1,0
4XC - Đầu tròn - Titan xanh,2505 4XC Đầu tròn Titan xanh,Đầu bào,A0000958,375,15,5.882,5.23,130.41,https://x.alibaba.com/AzXr8X?ck=minisite,100,300,-4,0
Motor tay máy tím,2505 Motor máy UP200,Đồ điện,A0000960,1250,50,9.69,8.61,214.83,Yiwu Loboter,100,40,-2,0
Super White 250ml,2505 Super white 250ml,Hoá chất,A0000962,1500,60,46.393,41.77,"1,043.49",https://x.alibaba.com/AzXvLQ?ck=minisite,100,50,-1,0
Super Black 250ml,2505 Super black 250ml,Hoá chất,A0000963,1500,60,46.393,41.77,"1,043.49",https://x.alibaba.com/AzXvLQ?ck=minisite,100,30,-1,0
Sugar Scrub - Orange 5kg,2505 Orange Sugar Scrub 5KG,Pedicure,A0000965,1125,45,28.763,25.90,646.95,Judy Mok Noval,100,36,-1,0
Gel Scrub - Mint 5KG,2505 Mint Gel Scrub 5KG,Hoá chất,A0000966,875,35,21.763,19.60,489.50,Judy Mok Noval,100,36,-1,0
Diamond Top Coat 1L,2510 Diamond Top Coat 1L,Top Coat,A0001155,3800,150,51.409,44.15,"1,071.20",https://x.alibaba.com/1l9vO63?ck=minisite,100,50,-1,0
Cốc đựng bột tròn,2505 Cốc đựng bột tròn,Tools & Accessories,A0000974,100,4,1.667,1.50,37.49,http://detail.m.1688.com/page/index.htm?offerId=840296014439,100,300,-10,0
Hũ đựng gel 50ml,2505 Hũ đựng gel 50ml,Tools & Accessories,A0000975,87,3.5,1.328,1.20,29.87,http://detail.m.1688.com/page/index.htm?offerId=613951806749,100,200,-2,0
Hũ đựng gel 30ml,2505 Hũ đựng gel 30ml,Tools & Accessories,A0000976,87,3.5,0.746,0.67,16.78,http://detail.m.1688.com/page/index.htm?offerId=613951806749,100,100,-3,0
Chà chân vàng 400c,2505 Chà chân vàng 400c,Tools & Accessories,A0000979,1000,40,16.158,14.55,363.43,https://x.alibaba.com/AzXtff?ck=minisite,100,240,-2,0
Đèn sạc pin 90W,2505 Đèn sạc pin 90W trắng,Đồ điện,A0000981,1500,60,21.011,18.92,472.59,https://x.alibaba.com/AzXtji?ck=minisite,100,200,-1,0
Sửa chữa tay bào,Dịch vụ sửa tay bào,Dịch vụ,DICH-VU,375,15,0,0.00,0.00,,100,,-1,0
4XC Đầu tròn v3,2505 4XC Đầu tròn v3,Đầu bào,A0000951,180,8,3.138,2.79,69.57,https://x.alibaba.com/AzXptD?ck=minisite,100,200,-2,0
M vàng - to,2505 M - to vàng,Đầu bào,A0000952,180,8,3.138,2.79,69.57,https://x.alibaba.com/AzXptD?ck=minisite,100,200,-3,0
Set Bột Neon dặm 24 màu,2505 Set Bột Neon 24 màu,Design,A0000956,300,12,3.14,2.79,69.61,http://detail.m.1688.com/page/index.htm?offerId=739503525338,100,100,-1,0
Set Bút Xốp dặm,2505 Set Bút Bông dặm,Design,A0000957,250,10,0.693,0.62,15.36,http://detail.m.1688.com/page/index.htm?offerId=753888536542,100,100,-1,0
Thân máy Trắng Marathon,2505 Thân máy trắng Marathon,Đồ điện,A0000959,1500,60,27.686,24.61,613.81,Yiwu Loboter,100,60,-2,0
Dây cắm 3 chân UP200,2505 Dây cắm 3 chân UP200,Đồ điện,A0000961,150,6,2.63,2.34,58.31,Yiwu Loboter,100,40,-2,0
Set Sơn mắt mèo 10D 12 màu,2505 Set 12 màu Sơn mắt mèo 10D,Sơn màu,A0000964,1500,60,18.363,16.53,413.03,https://x.alibaba.com/AzXv8r?ck=minisite,100,30,-1,0
Gel nặn 3D - Clear 50ml,2505 Gel nặn - Clear 50ml,Design,A0000973,250,10,2.131,1.92,47.93,Bozlin,100,100,-1,0
Kê chân cao - đen vàng,2505 Kê tay cao - đen,Tools & Accessories,A0000977,300,12,7.469,6.73,168.00,http://detail.m.1688.com/page/index.htm?offerId=789828685629,100,30,-1,0
Kê chân cao - trắng vàng,2505 Kê tay cao - trắng,Tools & Accessories,A0000978,300,12,7.469,6.73,168.00,http://detail.m.1688.com/page/index.htm?offerId=789828685629,100,30,-1,0
Chổi quét bàn - Nhỏ,2505 Chổi quét bàn - Nhỏ,Tools & Accessories,A0000980,150,6,1.694,1.53,38.10,https://x.alibaba.com/AzXth5?ck=minisite,100,1000,-4,0
Muối viên xô 4000 viên,2505 Muối viên xô 4000 viên,Pedicure,A0000983,4000,160,74.077,65.78,"1,639.06",Judy Mok Noval,100,20,-1,0
Moonlight Cat Eye 12 màu,2505 Moonlight Cat Eye 12 màu,Sơn màu,A0000984,1500,60,31.95,28.37,706.94,https://x.alibaba.com/AzbocS?ck=minisite,100,60,-2,0
Gel thinner 30ml,2505 Gel thinner 30ml,Hoá chất,A0000985,300,12,3.035,2.69,67.15,https://x.alibaba.com/AzbocS?ck=minisite,100,100,-1,0
Diamond Top Coat 15ml,2505 Diamond Top Coat 15ml,Top Coat,A0000986,200,8,2.085,1.85,46.13,https://x.alibaba.com/AzbocS?ck=minisite,100,60,-5,0
Gel nặn 3D - trắng 15ml,2505 Gel nặn - trắng 15ml,Hoá chất,A0000988,250,10,2.229,1.98,49.32,https://x.alibaba.com/AzbocS?ck=minisite,100,100,-1,0
Sơn màu Milky White 250ml,2509 Sơn Milky white 250ml,Sơn màu,A0001094,1500,60,14.861,#N/A,307.09,https://x.alibaba.com/1l9oSxz?ck=minisite,100,60,-1,0
Liquid EMA G3 C1 Blue,2506 Liquid G-3M C1 Blue,Hoá chất,A0001003,1625,65,51.685,45.23,"1,118.35",Keystone,100,25,-2,0
Xô Gel Scrub Orange - 20KG,2506 Xô Gel Scrub Orange - 20KG,Pedicure,A0001008,2750,110,76.896,67.29,"1,663.86",Noval,100,20,-1,0
Vỏ nhám Mỹ ⌗150 (1000c),2506 Vỏ nhám MILKEN ⌗150 1000c,Tools & Accessories,A0001010,1250,50,32.227,27.89,692.10,nail888.com,100,100,-1,0
Set 5c Bút Nặn Silicon,2506 Set 5c Bút Nặn Silicon,Bút,A0001014,200,8,0.686,0.58,14.47,http://detail.m.1688.com/page/index.htm?offerId=769146319954,100,100,-1,0
Dũa mỏng - To Vuông 80/80,2506 Dũa mỏng to vuông 80/80,Dũa,A0001019,500,20,5.963,5.06,125.76,https://x.alibaba.com/AzzqcX?ck=minisite,100,200,-1,0
Dũa mỏng - To Vuông 100/100,2506 Dũa mỏng to vuông 100/100,Dũa,A0001020,500,20,5.963,5.06,125.76,https://x.alibaba.com/AzzqcX?ck=minisite,100,200,-20,0
Tip Thẳng Natur Nhọn - Lẻ,2506 Tip Thẳng Natur Nhọn,Tips,A0001023,18,0.7,0.214,0.18,4.51,https://x.alibaba.com/AzzqgO?ck=minisite,100,2200,-8,0
Bình ngâm khử trùng dụng cụ,2507 Bình ngâm khử trùng dụng cụ,Pedicure,A0001024,250,10,2.679,2.27,55.97,http://detail.m.1688.com/page/index.htm?offerId=641632947446,100,20,-1,0
Bút cán gỗ sz14,2507 Bút cán gỗ sz14,Bút,A0001025,1100,43,18.58,15.74,388.19,https://x.alibaba.com/B00P5U?ck=minisite,100,200,-1,0
BL1 - Nhũ Đường Đen ánh trắng,2507 BL1 - Nhũ Đường Đen ánh trắng,Design,A0001029,250,10,1.844,1.56,38.53,https://x.alibaba.com/B00Q9G?ck=minisite,100,60,-1,0
BL2 - Nhũ Đường Đen 7 màu,2507 BL2 - Nhũ Đường Đen 7 màu,Design,A0001030,250,10,1.474,1.25,30.80,https://x.alibaba.com/B00Q9G?ck=minisite,100,60,-1,0
Liquid EMA Ít mùi,2507 Liquid EMA ít mùi,Hoá chất,A0001037,2150,85,90.4416465,76.61,"1,600.65",DV GOLDEN NAILS,100,120,-1,0
Bịch Dũa mini 50c - Lẻ,Bịch Dũa mini 50c - Lẻ,Pedicure,B0000001,100,4,0.63466,0.54,13.26,Judy Mok Noval,100,2000,-10,0
Xốp kẹp chân 100c - Lẻ,Xốp kẹp chân 100c - Lẻ,Pedicure,B0000002,100,4,1.18,1.00,24.65,https://x.alibaba.com/AxMaiO?ck=minisite,100,400,-1,0
Hộp túi y tế 100c - Lẻ,Hộp túi y tế 100c - Lẻ,Pedicure,B0000003,100,4,0.98,0.83,20.47,https://x.alibaba.com/Awvged?ck=minisite,100,1000,-6,0
Muối viên - Lọ Nhỏ 250c,2507 Muối viên - Lọ Nhỏ 250c,Pedicure,A0001044,250,10,4.8,4.09,100.66,Noval,100,50,-2,0
Chai Bơm Cồn 200ml,2507 Chai Bơm Cồn 200ml,Tools & Accessories,A0001048,150,6,0.91,0.78,19.08,http://detail.m.1688.com/page/index.htm?offerId=584396325850,100,100,-1,0
Cán dao cạo chân P05,2507 Cán dao cạo chân P05,Pedicure,A0001051,120,5,0.86,0.73,18.04,http://detail.m.1688.com/page/index.htm?offerId=848686225075,100,50,-1,0
Kệ Acrylic đựng bút,2507 Kệ Acrylic đựng bút,Tools & Accessories,A0001052,250,10,4.656,4.01,98.87,http://detail.m.1688.com/page/index.htm?offerId=916207786270,100,40,-1,0
Bịch que tăm 100c - Lẻ,Bịch que tăm 100c - Lẻ,Tools & Accessories,B0000004,75,3,0.70575,0.60,14.75,https://x.alibaba.com/Awvged?ck=minisite,100,3,-1,0
Marble Ink Set 12 màu,2507 Marble Ink Set 12 màu,Design,A0001059,1500,60,22.015,18.74,459.93,https://x.alibaba.com/1l9bb1w?ck=minisite,100,60,-1,0
Gel 6in1,2507 Gel 6in1,Top Coat,A0001060,200,8,2.752,2.34,57.49,https://x.alibaba.com/1l9badO?ck=minisite,100,100,-1,0
Máy bào di động 45K,2508 Máy bào di động 45K,Đồ điện,A0001063,3000,120,68.369,58.37,"1,426.06",https://x.alibaba.com/1l9dy9F?ck=minisite,100,10,-1,0
Gel vẽ Đen Hũ 50ml,2508 Gel vẽ đen 50ml,Hoá chất,A0001068,250,10,3.684,3.15,76.84,https://x.alibaba.com/1l9hA6o?ck=minisite,100,60,-1,0
5in1 pedicure kit cam,2508 5in1 pedicure kit cam,Pedicure,A0001070,1500,60,39.575,33.79,825.47,Noval,100,120,-4,0
Lẻ - Jelly Spa 1 túi,2508 Lẻ - Jelly Spa 1 túi,Pedicure,A0001071,50,2,1.345,1.15,28.05,Noval,100,2400,-1,0
Kê tay cao - màu đen - chân bạc,2508 Kê tay cao - màu đen - chân bạc,Tools & Accessories,A0001074,300,12,5.583,4.77,116.45,http://detail.m.1688.com/page/index.htm?offerId=789828685629,100,30,-1,0
Kê tay cao - màu trắng - chân bạc,2508 Kê tay cao - màu trắng - chân bạc,Tools & Accessories,A0001075,300,12,5.583,4.77,116.45,http://detail.m.1688.com/page/index.htm?offerId=789828685629,100,30,-1,0
Đèn LED làm chân,2508 Đèn LED làm chân,Đồ điện,A0001076,2100,85,44.809,38.26,934.64,https://x.alibaba.com/1l9eAZp?ck=minisite,100,100,-1,0
Máy Khử trùng nhiệt độ,2508 Máy Khử trùng,Đồ điện,A0001077,2250,90,17.521,14.96,365.46,https://x.alibaba.com/1l9eMcG?ck=minisite,100,30,-1,0
Mịn thông XF,2508 Mịn thông XF,Đầu bào,A0001080,250,10,6.331,5.41,132.05,https://x.alibaba.com/1l9eNUF?ck=minisite,100,100,-4,0
Kìm Bấm Móng - Đầu Thẳng,2508 Kìm Bấm Móng - Đầu Thẳng,Tools & Accessories,A0001081,150,6,2.429,2.07,50.66,http://detail.m.1688.com/page/index.htm?offerId=776196979038,100,100,-1,0
Imperial Top Coat - 15ml - thin,2509 Imperial Top Coat - Thin 15ml,Top Coat,A0001109,200,8,1.82,1.55,37.73,https://x.alibaba.com/1l9rPH4?ck=minisite,100,60,-2,0
Imperial Top Coat - 15ml - thick,2508 Imperial Top Coat v0 - 15ml - thick,Top Coat,A0001083,200,8,2.072,1.77,43.22,https://x.alibaba.com/1l9dy4S?ck=minisite,100,60,-2,0
Imperial Top Coat - 500ml - thin,2510 Imperial top coat - thin - 500ml,Top Coat,A0001153,2000,80,24.732,21.24,515.34,https://x.alibaba.com/1l9vKeF?ck=minisite,100,30,-1,0
Imperial Top Coat - 1000ml - thin,2510 Imperial top coat - thin - 1L,Top Coat,A0001154,3800,150,49.464,42.48,"1,030.68",https://x.alibaba.com/1l9vKeF?ck=minisite,100,30,-1,0
Imperial Top Coat - 500ml - thick,2510 Imperial top coat - thick - 500ml,Top Coat,A0001150,2000,80,25.479,21.88,530.90,https://x.alibaba.com/1l9vKeF?ck=minisite,100,30,-1,0
Imperial Top Coat - 1000ml - thick,2510 Imperial top coat - thick - 1L,Top Coat,A0001151,3800,150,50.959,43.76,"1,061.83",https://x.alibaba.com/1l9vKeF?ck=minisite,100,30,-2,0
Glaze Gel Polish Set 12 màu,2509 Glaze Gel Polish Set 12 màu,Sơn màu,A0001089,1500,60,31.194,#N/A,644.59,https://x.alibaba.com/1l9oSxz?ck=minisite,100,60,-1,0
BIAB 15ml,2509 Gel đắp trong chai sơn,Gel đắp,A0001090,200,8,2.066,#N/A,42.69,https://x.alibaba.com/1l9oSxz?ck=minisite,100,600,-10,0
Cuticle Oil nắp nhọn 15ml,2509 Cuticle Oil 15ml,Hoá chất,A0001116,100,4,0.971,0.83,20.13,https://x.alibaba.com/1l9rNNb?ck=minisite,100,600,-5,0
Liquid Professional,2509 Liquid Professional,Hoá chất,A0001117,1750,70,59.5840086,50.94,#N/A,DEP Nails,100,52,-1,0
Liquid Winter,2511 Winter Liquid Monomer 2.5L,Hoá chất,A0001214,1375,55,46.062,40.00,967.42,DEP,100,312,-5,0
Cốc liquid mini,2510 Cốc liquid mini,Tools & Accessories,A0001137,75,3,1.311,1.13,27.32,http://detail.m.1688.com/page/index.htm?offerId=811624875892,100,50,-1,0
Dép làm chân 24c,2510 Dép làm chân 24c,Pedicure,A0001138,100,4,0.963,0.83,20.07,Noval,100,416,-1,0
Kem đẩy da 3.8L,2510 Cuticle Softener 3.8L,Pedicure,A0001140,875,35,13.429,11.53,279.82,Noval,100,40,-1,0
Kem đẩy da 1L,2510 Cuticle Softener 1L,Pedicure,A0001141,300,12,5.295,4.55,110.33,Noval,100,48,-1,0
Hộp Pedicure Bath Bombs 60c,2510 Bath Bombs 60c,Pedicure,A0001142,875,35,16.168,13.88,336.89,Noval,100,64,-1,0
Imperial Top Coat - 250ml - thick,2510 Imperial top coat - thick - 250ml,Top Coat,A0001149,1250,50,14.268,12.25,297.30,https://x.alibaba.com/1l9vKeF?ck=minisite,100,60,-1,0
Imperial Top Coat - 250ml - thin,2510 Imperial top coat - thin - 250ml,Top Coat,A0001152,1250,50,14.268,12.25,297.30,https://x.alibaba.com/1l9vKeF?ck=minisite,100,60,-1,0
